Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Population,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-07,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,996,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-08,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,996,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-09,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,996,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-10,https://doc.iowa.gov/daily-statistics,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,988,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-11,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,988,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,988,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-13,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,988,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,988,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-15,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,988,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
526,state,Iowa,ANAMOSA STATE PENITENTIARY,2020-04-16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,988,NA,NA,NA,NA,NA,NA,NA,NA,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105,10001082,state,Prison,Max/Med,Adult,Male,FALSE,NA,911,160000000070200000000,Public Records,HIFLD,https://doc.iowa.gov/about-us/about-institutions,NA
