Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-09,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-12,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-13,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-14,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-15,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-19,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-20,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-21,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-26,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-27,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,state,Alabama,ALABAMA CORRECTIONS ACADEMY,2020-10-28,http://www.doc.alabama.gov/covid19news,0,12,0,0,0,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.739632,-86.843459,NA,NA,state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
